iter	Logloss
266	0.4133375895
267	0.4132759559
268	0.4130769855
269	0.4130072183
270	0.4129379479
271	0.4128712925
272	0.41279342
273	0.4127366859
274	0.4125606384
275	0.4124478791
276	0.4123771994
277	0.4122533612
278	0.4121615378
279	0.4120954159
280	0.4119776573
281	0.4119300561
282	0.4118624278
283	0.4118237682
284	0.4116634328
285	0.4115601872
286	0.411481935
287	0.4114181025
288	0.4113573914
289	0.4112860173
290	0.411190206
291	0.4111242145
292	0.4110711745
293	0.4109816299
294	0.4109061174
295	0.4108402058
296	0.4107631086
297	0.4106888548
298	0.4106304942
299	0.4105325536
300	0.41047339
301	0.410359274
302	0.4102987697
303	0.4102349906
304	0.4101658725
305	0.4100940073
306	0.4100334823
307	0.4099291979
308	0.4098159961
309	0.4097734731
310	0.4097049956
311	0.409605438
312	0.4095317329
313	0.409475619
314	0.4094382649
315	0.4093552614
316	0.4092926434
317	0.4092437148
318	0.4091803349
319	0.4091455858
320	0.4090744784
321	0.4090167676
322	0.4089603605
323	0.4089182664
324	0.4088563624
325	0.4087973836
326	0.408740795
327	0.4086644948
328	0.4086182333
329	0.408549813
330	0.4084696506
331	0.4084254292
332	0.4083768001
333	0.4083334023
334	0.4082967655
335	0.4082410002
336	0.4081972008
337	0.4081535636
338	0.4080826533
339	0.4080328865
340	0.4079927666
341	0.4079391289
342	0.4077722635
343	0.4076972331
344	0.4076324773
345	0.4075708671
346	0.4074895775
347	0.4074163478
348	0.4073516167
349	0.4073026015
350	0.407260101
351	0.4072115736
352	0.4071676408
353	0.4071114523
354	0.4070149504
355	0.4069751262
356	0.4069351895
357	0.4068877188
358	0.4068426755
359	0.4067950262
360	0.4067523844
361	0.4067229601
362	0.4066818913
363	0.4066298588
364	0.4065995042
365	0.406550526
366	0.4065128443
367	0.4064718132
368	0.4064271411
369	0.406304908
370	0.4062491322
371	0.4061371001
372	0.4060464122
373	0.4059830724
374	0.405822149
375	0.4057668595
376	0.405733274
377	0.4056699202
378	0.4055910897
379	0.405553228
380	0.4055146613
381	0.4054835402
382	0.4053849658
383	0.4053485426
384	0.405317784
385	0.4052825248
386	0.4052337504
387	0.4051966387
388	0.4051451654
389	0.4051112821
390	0.4050737849
391	0.4050464969
392	0.4050163272
393	0.4049704592
394	0.404940119
395	0.4049089262
396	0.4048768582
397	0.4048299989
398	0.4047750948
399	0.4047302714
400	0.4046828372
401	0.4046230578
402	0.404602373
403	0.4045499477
404	0.4044955885
405	0.404429009
406	0.4044020042
407	0.4043617966
408	0.4043315343
409	0.4043061538
410	0.4042658495
411	0.404209741
412	0.4041772024
413	0.4041124355
414	0.4040795424
415	0.4040395161
416	0.4040084597
417	0.4039436104
418	0.4038923457
419	0.4038715208
420	0.4038232383
421	0.4037981125
422	0.4037661393
423	0.4037206574
424	0.4036878314
425	0.4036543228
426	0.4036231064
427	0.4035988817
428	0.4035357682
429	0.4034999594
430	0.4034594883
431	0.4034376678
432	0.4034118621
433	0.4033662111
434	0.4033221061
435	0.4033008603
436	0.4032893343
437	0.4032635351
438	0.4032463509
439	0.4032282988
440	0.4031364395
441	0.4030909291
442	0.4030641385
443	0.4030366478
444	0.4030084359
445	0.4029738881
446	0.4029126528
447	0.4028595665
448	0.4028370535
449	0.4028078
450	0.4027890466
451	0.4027553037
452	0.4027327035
453	0.4027098404
454	0.4026729094
455	0.4026503758
456	0.4026379563
457	0.4026144852
458	0.4025895066
459	0.4025690132
460	0.4025289569
461	0.4025037247
462	0.4024761796
463	0.4024426064
464	0.4024071018
465	0.4023702605
466	0.4023143007
467	0.4022803099
468	0.4022515829
469	0.4022045435
470	0.4021678019
471	0.4021281065
472	0.4020861905
473	0.4020311841
474	0.4020051508
475	0.4019393103
476	0.4018936081
477	0.4018684039
478	0.4018324835
479	0.4018048331
480	0.4017848276
481	0.4017508302
482	0.4017313233
483	0.4017052262
484	0.4016849088
485	0.4016664828
486	0.4016372797
487	0.4016279725
488	0.4015810033
489	0.4015425755
490	0.401481799
491	0.4014559432
492	0.4014296015
493	0.4014140502
494	0.4013936265
495	0.4013644312
496	0.4013351457
497	0.4013118621
498	0.4012621057
499	0.4012004439
500	0.4011737539
501	0.4011248212
502	0.4010892324
503	0.4010394791
504	0.4009912866
505	0.4009101027
506	0.4008787473
507	0.4008664263
508	0.4008307677
509	0.4007950566
510	0.4007513913
511	0.4007171517
512	0.4005690021
513	0.4005576968
514	0.4005240362
515	0.4004960978
516	0.4004776972
517	0.4004616787
518	0.4004367533
519	0.4004020221
520	0.4003749289
521	0.4003559582
522	0.4003290699
523	0.4003084083
524	0.4002792517
525	0.4002562901
526	0.4002253933
527	0.4001929991
528	0.4001813246
529	0.400148886
530	0.4001258273
531	0.4000937648
532	0.4000748223
533	0.4000502541
534	0.4000326621
535	0.4000112434
536	0.3999830822
537	0.3999623304
538	0.3999320932
539	0.3999157249
540	0.3998977543
541	0.3998795598
542	0.3998402683
543	0.3998118025
544	0.399770932
545	0.3997555677
546	0.3997034699
547	0.3996767914
548	0.3996472114
549	0.3995718655
550	0.3995381489
551	0.399498646
552	0.3994317821
553	0.3994131602
554	0.3993529537
555	0.3993335046
556	0.3993021643
557	0.3992847549
558	0.3992554535
559	0.3992184632
560	0.3991870072
561	0.3991672546
562	0.399156478
563	0.3991255286
564	0.3990830858
565	0.3990639726
566	0.3990563721
567	0.3990345352
568	0.3989972478
569	0.3989832285
570	0.3989679511
571	0.3989524183
572	0.3989282324
573	0.3988863267
574	0.3988174948
575	0.3987965117
576	0.398767786
577	0.3987426602
578	0.3987217952
579	0.398708868
580	0.3986768378
581	0.3986541922
582	0.3985982558
583	0.3985654598
584	0.3985408908
585	0.3985206166
586	0.3984708686
587	0.3984588291
588	0.3984410689
589	0.3984274518
590	0.3984006322
591	0.3983652094
592	0.3983137887
593	0.3982815485
594	0.3982627167
595	0.398230065
596	0.3982107508
597	0.3981700356
598	0.3981515102
599	0.3981263762
600	0.3980990242
601	0.3980775391
602	0.3980623038
603	0.3980354018
604	0.3980186493
605	0.3979691627
606	0.3979503549
607	0.3979329897
608	0.3978957809
609	0.3978767339
610	0.397868178
611	0.3978306246
612	0.3978016694
613	0.3977860331
614	0.3977586839
615	0.3976955356
616	0.3976747963
617	0.3976588795
618	0.3976367008
619	0.3976229521
620	0.3976018713
621	0.397564332
622	0.3975367627
623	0.3975071283
624	0.3974709283
625	0.3974547374
626	0.397433332
627	0.3974204383
628	0.3973909646
629	0.3973658342
630	0.3973361866
631	0.397302022
632	0.3972872157
633	0.3972725635
634	0.3972370483
635	0.3972252426
636	0.3972042622
637	0.3971807771
638	0.3970641442
639	0.3970477028
640	0.3970041644
641	0.3969730459
642	0.3969550976
643	0.3969469027
644	0.3969273296
645	0.3968915625
646	0.3968647725
647	0.3968324389
648	0.3968211526
649	0.3967954139
650	0.3967797492
651	0.396770722
652	0.3967573131
